year,service_center,title,initial,renew
2012,Vermont Service Center,OCCUPATIONS IN MUSIC,123,115
2012,Vermont Service Center,OCCUPATIONS IN PHOTOGRAPHY,97,129
2012,Vermont Service Center,OCCUPATIONS IN PHYSICS,89,84
2012,Vermont Service Center,OCCUPATIONS IN POLITICAL SCIENCE,86,131
2012,Vermont Service Center,OCCUPATIONS IN PSYCHOLOGY,102,84
2012,Vermont Service Center,"OCCUPATIONS IN RELIGION AND THEOLOGY, N.E.C.",120,131
2012,Vermont Service Center,OCCUPATIONS IN SECONDARY SCHOOL EDUCATION,73,96
2012,Vermont Service Center,OCCUPATIONS IN SOCIAL AND WELFARE WORK,119,103
2012,Vermont Service Center,"OCCUPATIONS IN SOCIAL SCIENCES, N.E.C.",122,105
2012,Vermont Service Center,OCCUPATIONS IN SOCIOLOGY,162,70
2012,Vermont Service Center,OCCUPATIONS IN SYSTEM ANALYSIS AND PROGRAMMING,136,98
2012,Vermont Service Center,OCCUPATIONS IN VOCATIONAL EDUCATION,103,122
2012,Vermont Service Center,"OCCUPATIONS IN WRITING, N.E.C.",119,95
2012,Vermont Service Center,OSTEOPATHS,88,109
2012,Vermont Service Center,PERSONNEL ADMINISTRATION OCCUPATIONS,129,109
2012,Vermont Service Center,PHARMACISTS,84,86
2012,Vermont Service Center,PHYSICIANS AND SURGEONS,48,82
2012,Vermont Service Center,PUBLIC ADMINISTRATION MANAGERS AND OFFICIALS,132,134
2012,Vermont Service Center,PUBLIC RELATIONS MANAGEMENT OCCUPATIONS,109,105
2012,Vermont Service Center,PURCHASING MANAGEMENT OCCUPATIONS,113,94
2012,Vermont Service Center,RADIO OPERATORS,212,
2012,Vermont Service Center,RAILROAD CONDUCTORS,13,
2012,Vermont Service Center,REGISTERED NURSES,176,216
2012,Vermont Service Center,SALES AND DISTRIBUTION MANAGEMENT OCCUPATIONS,104,88
2012,Vermont Service Center,SERVICE INDUSTRY MANAGERS AND OFFICIALS,133,115
2012,Vermont Service Center,"SHIP CAPTAINS, MATES PILOTS, AND ENGINEERS",,84
2012,Vermont Service Center,"SOUND, FILM, AND VIDEOTAPE RECORDING, AND REPRODUCTION OCC.",114,131
2012,Vermont Service Center,SURVEYING/CARTOGRAPHIC OCCUPATIONS,112,97
2012,Vermont Service Center,THERAPISTS,138,139
2012,Vermont Service Center,"TRANS, COMM, & UTILS INDUSTRY MANAGERS AND OFFICIALS",124,70
2012,Vermont Service Center,VETERINARIANS,107,99
2012,Vermont Service Center,WHOLESALE AND RETAIL TRADE MANAGERS AND OFFICIALS,113,103
2012,Vermont Service Center,WRITERS,131,88
2013,California Service Center,"ACCOUNTANTS, AUDITORS, AND RELATED OCCUPATIONS",59,69
2013,California Service Center,ADVERTISING MANAGEMENT OCCUPATIONS,91,72
2013,California Service Center,AERONAUTICAL ENGINEERING OCCUPATIONS,52,77
2013,California Service Center,"AGENTS AND APPRAISERS, N.E.C.",67,59
2013,California Service Center,AGRICULTURAL ENGINEERING OCCUPATIONS,75,67
2013,California Service Center,ARCHITECTURAL OCCUPATIONS,62,77
2013,California Service Center,ARCHIVISTS,158,9
2013,California Service Center,BUDGET AND MANAGEMENT SYSTEMS ANALYSIS OCCUPATIONS,82,65
2013,California Service Center,CERAMIC ENGINEERING OCCUPATIONS,44,86
2013,California Service Center,CHEMICAL ENGINEERING OCCUPATIONS,51,65
2013,California Service Center,CIVIL ENGINEERING OCCUPATIONS,64,76
2013,California Service Center,CLERGY,57,74
2013,California Service Center,"COMMERCIAL ARTISTS: DESIGNERS & ILLUSTRATORS, GRAPHIC ARTS",76,71
2013,California Service Center,"COMPUTER-RELATED OCCUPATIONS, N.E.C.",71,52
2013,California Service Center,CONSTRUCTION INDUSTRY MANAGERS AND OFFICIALS,89,85
2013,California Service Center,DENTISTS,40,63
2013,California Service Center,DIETICIANS,47,14
2013,California Service Center,"DRAFTERS, N.E.C.",74,72
2013,California Service Center,"EDITORS: PUBLICATION, BROADCAST, AND SCRIPT",86,82
2013,California Service Center,ELECTRICAL/ELECTRONICS ENGINEERING OCCUPATIONS,56,61
2013,California Service Center,"ENVIRONMENTAL, PRODUCT, AND RELATED DESIGNERS",93,78
2013,California Service Center,FASHION MODELS,160,177
2013,California Service Center,"FINANCE, INSURANCE, AND REAL ESTATE MANAGERS AND OFFICALS",59,66
2013,California Service Center,"FINE ARTISTS: PAINTERS, SCULPTORS, AND RELATED OCCUPATIONS",85,27
2013,California Service Center,HOME ECONOMISTS AND FARM ADVISERS,,4
2013,California Service Center,INDUSTRIAL ENGINEERING OCCUPATIONS,49,63
2013,California Service Center,"INSPECTORS AND INVESTIGATORS, MANAGERIAL & PUBLIC SERVICE",70,61
2013,California Service Center,INTERPRETERS AND TRANSLATORS,101,86
2013,California Service Center,INVALID CODE,67,65
2013,California Service Center,JUDGES,105,150
2013,California Service Center,LAWYERS,82,67
2013,California Service Center,LIBRARIANS,27,72
2013,California Service Center,MANUFACTURING INDUSTRY MANAGERS AND OFFICIALS,83,63
2013,California Service Center,MARINE ENGINEERING OCCUPATIONS,40,65
2013,California Service Center,MECHANICAL ENGINEERING OCCUPATIONS,66,62
2013,California Service Center,METALLURGY AND METALLURGICAL ENGINEERING OCCUPATIONS,72,52
2013,California Service Center,MINING AND PETROLEUM ENGINEERING OCCUPATIONS,65,77
2013,California Service Center,MINING INDUSTRY MANAGERS AND OFFICIALS,,61
2013,California Service Center,"MISC. PROFESSIONAL, TECHNICAL, & MANAGERIAL OCC.,N.E.C.",67,60
2013,California Service Center,"MISCELLANEOUS MANAGERS AND OFFICIALS, N.E.C.",70,54
2013,California Service Center,MUSEUM CURATORS AND RELATED OCCUPATIONS,37,46
2013,California Service Center,NO CODE PROVIDED OR ILLEGIBLE,62,60
2013,California Service Center,NUCLEAR ENGINEERING OCCUPATIONS,30,57
2013,California Service Center,"OCC. IN ARCHITECTURE, ENGINEERING, & SURVEYING, N.E.C.",57,61
2013,California Service Center,"OCC. IN PRESCHOOL, PRIMARY SCHOOL, & KINDERGARTEN EDUCATION",59,78
2013,California Service Center,"OCCUPATIONS IN ADMINISTRATIVE SPECIALIZATIONS, N.E.C.",78,66
2013,California Service Center,OCCUPATIONS IN AGRICULTURAL SCIENCES,54,62
2013,California Service Center,OCCUPATIONS IN ANTHROPOLOGY,25,26
2013,California Service Center,"OCCUPATIONS IN ART, N.E.C.",95,71
2013,California Service Center,OCCUPATIONS IN ASTRONOMY,45,40
2013,California Service Center,OCCUPATIONS IN ATHLETICS AND SPORTS,112,76
2013,California Service Center,OCCUPATIONS IN BIOLOGICAL SCIENCES,40,70
2013,California Service Center,OCCUPATIONS IN CHEMISTRY,43,70
2013,California Service Center,OCCUPATIONS IN COLLEGE AND UNIVERSITY EDUCATION,34,65
2013,California Service Center,OCCUPATIONS IN COMPUTER SYSTEM TECHNICAL SUPPORT,110,64
2013,California Service Center,OCCUPATIONS IN COMPUTER SYSTEM USER SUPPORT,69,48
2013,California Service Center,OCCUPATIONS IN DANCING,123,88
2013,California Service Center,OCCUPATIONS IN DATA COMMUNICATIONS AND NETWORKS,99,63
2013,California Service Center,OCCUPATIONS IN DRAMATICS,2,115
2013,California Service Center,OCCUPATIONS IN ECONOMICS,72,68
2013,California Service Center,OCCUPATIONS IN EDUCATION OF PERSONS WITH DISABILITIES,58,90
2013,California Service Center,"OCCUPATIONS IN EDUCATION, N.E.C.",68,75
2013,California Service Center,"OCCUPATIONS IN ENTERTAINMENT AND RECREATION, N.E.C.",82,72
2013,California Service Center,OCCUPATIONS IN GEOLOGY,38,77
2013,California Service Center,OCCUPATIONS IN HISTORY,16,57
2013,California Service Center,"OCCUPATIONS IN LAW AND JURISPRUDENCE, N.E.C.",90,78
2013,California Service Center,"OCCUPATIONS IN LIFE SCIENCES, N.E.C.",37,58
2013,California Service Center,OCCUPATIONS IN MATHEMATICS,55,66
2013,California Service Center,"OCCUPATIONS IN MATHEMATICS AND PHYSICAL SCIENCES, N.E.C.",43,65
2013,California Service Center,OCCUPATIONS IN MEDICAL AND DENTAL TECHNOLOGY,42,65
2013,California Service Center,"OCCUPATIONS IN MEDICINE AND HEALTH, N.E.C.",44,75
2013,California Service Center,OCCUPATIONS IN METEOROLOGY,32,114
2013,California Service Center,"OCCUPATIONS IN MUSEUM, LIBRARY, & ARCHIVAL SCIENCES, N.E.C.",49,53
2013,California Service Center,OCCUPATIONS IN MUSIC,106,109
2013,California Service Center,OCCUPATIONS IN PHOTOGRAPHY,112,56
2013,California Service Center,OCCUPATIONS IN PHYSICS,31,46
2013,California Service Center,OCCUPATIONS IN POLITICAL SCIENCE,31,54
2013,California Service Center,OCCUPATIONS IN PSYCHOLOGY,51,80
2013,California Service Center,"OCCUPATIONS IN RELIGION AND THEOLOGY, N.E.C.",127,59
2013,California Service Center,OCCUPATIONS IN SECONDARY SCHOOL EDUCATION,60,77
2013,California Service Center,OCCUPATIONS IN SOCIAL AND WELFARE WORK,72,68
2013,California Service Center,"OCCUPATIONS IN SOCIAL SCIENCES, N.E.C.",46,70
2013,California Service Center,OCCUPATIONS IN SOCIOLOGY,56,94
2013,California Service Center,OCCUPATIONS IN SYSTEM ANALYSIS AND PROGRAMMING,108,65
2013,California Service Center,OCCUPATIONS IN VOCATIONAL EDUCATION,93,75
2013,California Service Center,"OCCUPATIONS IN WRITING, N.E.C.",82,57
2013,California Service Center,OSTEOPATHS,10,33
2013,California Service Center,PERSONNEL ADMINISTRATION OCCUPATIONS,103,70
2013,California Service Center,PHARMACISTS,57,59
2013,California Service Center,PHYSICIANS AND SURGEONS,27,62
2013,California Service Center,PUBLIC ADMINISTRATION MANAGERS AND OFFICIALS,90,78
2013,California Service Center,PUBLIC RELATIONS MANAGEMENT OCCUPATIONS,85,68
2013,California Service Center,PURCHASING MANAGEMENT OCCUPATIONS,106,61
2013,California Service Center,RADIO OPERATORS,19,26
2013,California Service Center,RAILROAD CONDUCTORS,8,4
2013,California Service Center,REGISTERED NURSES,76,88
2013,California Service Center,SALES AND DISTRIBUTION MANAGEMENT OCCUPATIONS,80,64
2013,California Service Center,SERVICE INDUSTRY MANAGERS AND OFFICIALS,129,78
2013,California Service Center,"SOUND, FILM, AND VIDEOTAPE RECORDING, AND REPRODUCTION OCC.",68,67
2013,California Service Center,SURVEYING/CARTOGRAPHIC OCCUPATIONS,44,56
2013,California Service Center,THERAPISTS,74,77
2013,California Service Center,"TRANS, COMM, & UTILS INDUSTRY MANAGERS AND OFFICIALS",120,59
2013,California Service Center,VETERINARIANS,75,62
2013,California Service Center,WHOLESALE AND RETAIL TRADE MANAGERS AND OFFICIALS,72,44
2013,California Service Center,WRITERS,114,73
